180,-2890,126,-258,1664,-1448,0
178,-2890,126,-258,1646,-1334,0
370,-2890,126,-258,1644,-1259,0
182,-3235,93,-274,481,-726,0
173,-3232,126,-258,448,-422,0
173,-3232,126,-258,475,-1448,0
173,-3232,126,-258,477,-1448,0
356,-20,404,-20,520,-20,0
279,-1161,279,-1161,279,-1161,0
1132,-16547,959,-3516,1038,-481,0
1667,-1327,1704,-301,1720,-278,0
517,-148,2412,-316,2369,-316,0
372,-105,1682,-3042,1610,-1448,0
279,-1161,279,-1161,279,-1161,0
372,-105,1707,-8396,1637,-1448,0
517,-146,51,-69,1891,-38,0
179,-2886,150,-266,1525,-581,0
4903,-1081,1739,-575,1030217,-273,0
292,-20,240,-20,274,-20,0
372,-105,1701,-32628,1680,-1448,0
3223,-608,1267,-621,1022,-1421,0
214,-3693,93,-120,1022,-274,0
202,-3975,1143,-488,753,-449,0
203,-3975,1303,-540,1165,-1440,0
517,-148,2412,-316,2369,-316,0
205,-3932,743,-327,38,-38,0
517,-147,999,-237,1326,-328,0
203,-3932,126,-327,1421,-38,0
203,-3932,554,-327,38,-38,0
202,-3928,702,-327,38,-38,0
517,-147,1140,-325,1108,-360,0
517,-147,915,-318,987,-318,0
206,-3932,719,-327,38,-38,0
517,-147,1291,-328,1305,-328,0
517,-147,1238,-375,1211,-1440,0
517,-147,915,-318,956,-318,0
517,-147,1183,-407,1119,-924,0
517,-147,985,-318,938,-318,0
202,-4149,1396,-327,38,-38,0
517,-147,985,-318,938,-318,0
517,-147,923,-41615,2024,-654,0
201,-3932,126,-327,878,-38,0
517,-147,859,-525,815,-548,0
201,-3932,126,-327,646,-38,0
517,-147,915,-318,956,-318,0
502,-6363,983,-395,38,-1448,0
204,-3932,126,-327,450,-38,0
517,-147,918,-438,776,-699,0
517,-147,1350,-31221,1549,-822,0
245,-5541,214,-107,1498,-309,0
502,-6363,180,-395,38,-38,0
201,-3921,126,-226,945,-386,0
204,-3244,126,-258,943,-1440,0
517,-147,1741,-41556,1541,-678,0
197,-4212,126,-51,1237,-385,0
196,-3290,93,-242,458,-1429,0
588,-20,755,-20,1058,-20,0
200,-3290,93,-242,469,-1429,0
205,-3220,1343,-311,38,-38,0
200,-3290,93,-242,427,-1429,0
200,-3290,93,-242,481,-1429,0
200,-3290,93,-242,467,-1429,0
252,-5484,93,-51,6207,-427,0
200,-3290,93,-242,481,-1429,0
200,-3290,93,-242,467,-1429,0
200,-3290,93,-242,481,-1429,0
200,-3290,93,-242,467,-1429,0
200,-3290,93,-242,467,-1429,0
200,-3290,93,-242,481,-1429,0
200,-3290,93,-242,467,-1429,0
200,-3290,93,-242,481,-1429,0
517,-156,485,-2468,529,-1429,0
517,-156,518,-43671,481,-1429,0
204,-3284,615,-311,38,-38,0
199,-3244,126,-258,480,-1448,0
204,-3259,903,-684,784,-637,0
199,-3244,126,-258,480,-1448,0
199,-3259,606,-2078,480,-1448,0
199,-3259,606,-2078,488,-1448,0
517,-3244,126,-258,835,-1440,0
204,-3259,874,-1079,902,-595,0
203,-3244,126,-258,1071,-568,0
203,-3244,126,-258,1078,-568,0
203,-3259,2107,-826,1067,-568,0
203,-3259,1197,-826,1067,-568,0
203,-3259,1197,-826,1081,-568,0
205,-3073,126,-274,456,-1440,0
209,-3073,126,-274,768,-693,0
197,-3023,93,-186,890,-158,0
203,-3259,126,-258,1059,-687,0
200,-3284,93,-311,519,-38,0
517,-152,1114,-687,1074,-568,0
517,-152,1122,-687,1066,-687,0
517,-3244,126,-258,1070,-687,0
517,-3244,126,-258,1081,-568,0
517,-148,2412,-316,2369,-316,0
517,-152,539,-2564,477,-731,0
209,-3259,126,-274,806,-1153,0
517,-156,583,-20688,445,-1429,0
517,-152,826,-518,763,-792,0
1068,-20,659,-20,873,-20,0
203,-2792,696,-881,812,-1440,0
206,-2753,93,-311,394,-38,0
202,-2753,690,-349,38,-1429,0
517,-3259,881,-891,1054,-751,0
517,-137,946,-158,84,-74,0
517,-148,2412,-316,2369,-316,0
517,-3244,126,-258,1002,-1440,0
517,-3244,126,-258,480,-1448,0
517,-3244,126,-258,480,-1448,0
207,-4703,126,-258,921,-739,0
517,-152,531,-1820,480,-1448,0
207,-4703,126,-258,989,-729,0
517,-152,531,-1820,480,-1448,0
517,-3259,126,-258,1219,-568,0
517,-152,941,-806,1033,-351,0
517,-152,1032,-1076,1089,-606,0
517,-137,1271,-568,2187,-568,0
517,-152,977,-588,960,-325,0
517,-3259,126,-258,1265,-568,0
517,-3259,126,-258,1265,-568,0
350,-788,354,-788,350,-788,0
517,-137,1128,-158,235,-74,0
517,-3259,126,-258,1261,-568,0
517,-3259,126,-258,2779,-568,0
207,-3244,126,-258,1176,-1448,0
517,-137,961,-735,910,-717,0
208,-3244,126,-258,1005,-598,0
208,-3244,126,-258,926,-665,0
517,-3073,126,-274,456,-1440,0
517,-3259,606,-2078,477,-731,0
517,-3259,606,-2078,477,-731,0
209,-4725,126,-274,1233,-1042,0
517,-156,532,-77881,657,-980,0
517,-3073,126,-274,1097,-720,0
207,-4703,126,-258,1181,-732,0
517,-3244,126,-258,1100,-533,0
517,-3244,126,-258,1118,-668,0
517,-137,1164,-742,1178,-732,0
517,-137,528,-731,488,-1448,0
517,-152,1154,-978,1077,-824,0
517,-3023,93,-186,1080,-158,0
707,-20,708,-20,761,-20,0
202,-4155,126,-327,1343,-38,0
205,-3590,855,-390,38,-38,0
201,-3589,570,-390,38,-1460,0
202,-6582,1348,-726,1316,-1448,0
517,-146,1013,-69,38,-38,0
202,-2565,748,-677,38,-1460,0
205,-2954,735,-390,38,-1460,0
517,-148,2412,-316,2369,-316,0
3246,-909,776,-3355,814,-231,0
753,-20,756,-20,728,-20,0
201,-4294,469,-365,38,-1460,0
202,-4713,93,-311,464,-38,0
209,-3726,529,-327,38,-38,0
786,-3355,824,-231,888,-371,0
212,-3787,93,-51,2178,-358,0
370,-2231,370,-2701,389,-1460,0
517,-148,2412,-316,2369,-316,0
371,-3413,387,-2227,388,-1460,0
212,-3787,93,-51,7681,-360,0
370,-1754,399,-103484,453,-1436,0
344,-13889,462,-108680,417,-1436,0
370,-10164,385,-268010,418,-1436,0
183,-3166,93,-274,558,-172,0
212,-3787,93,-51,2262,-358,0
517,-150,685,-69,38,-38,0
183,-3166,93,-274,321,-411,0
517,-3244,126,-258,1234,-1448,0
517,-148,2412,-316,2369,-316,0
517,-150,2240,-69,38,-38,0
517,-156,624,-189927,472,-1429,0
517,-156,586,-30919,545,-1429,0
517,-156,591,-39798,544,-1429,0
517,-3259,1148,-1237,1037,-1289,0
208,-3259,1201,-1156,1062,-665,0
517,-3259,1278,-859,1034,-665,0
517,-152,1136,-1135,1050,-343,0
517,-156,558,-9471,599,-886,0
208,-3259,1194,-983,984,-598,0
517,-152,1076,-631,993,-607,0
517,-4718,1155,-997,1097,-729,0
517,-3073,126,-274,1013,-717,0
517,-3259,1170,-3660,1027,-984,0
176,-4347,126,-242,1036,-658,0
517,-146,1408,-69,38,-38,0
517,-148,908,-2114,1305,-316,0
517,-4298,783,-327,38,-38,0
570,-2922,428,-4079,419,-1448,0
517,-4348,126,-327,480,-38,0
415,-1239,409,-1456,451,-1448,0
517,-147,878,-9567,1469,-328,0
206,-4923,754,-327,38,-38,0
517,-148,1348,-316,1305,-316,0
200,-3663,1706,-425,1745,-167,0
205,-2956,1033,-327,38,-38,0
201,-3991,939,-327,38,-38,0
200,-3554,2168,-336,38,-1303,0
202,-3554,812,-336,38,-1429,0
197,-3554,93,-258,421,-78,0
203,-3990,93,-327,712,-38,0
202,-2941,126,-327,1222,-38,0
201,-2941,126,-327,648,-38,0
206,-5853,821,-327,38,-38,0
201,-2941,126,-327,649,-38,0
206,-5853,867,-327,38,-38,0
204,-12706,126,-327,764,-38,0
201,-3470,721,-327,38,-38,0
202,-5854,836,-327,38,-38,0
207,-4476,695,-327,38,-38,0
204,-5853,925,-327,38,-38,0
178,-3129,126,-258,822,-1039,0
183,-3166,93,-274,4920,-172,0
183,-3166,93,-274,4329,-172,0
517,-146,51,-69,692,-38,0
228,-20,252,-20,228,-20,0
176,-4347,126,-242,630,-367,0
212,-3787,93,-51,2262,-358,0
212,-3787,93,-51,4387,-358,0
220,-6491,93,-120,1046,-38,0
176,-4347,126,-242,1036,-659,0
370,-3129,126,-258,380,-364,0
517,-146,1408,-69,38,-38,0
204,-6359,93,-120,481,-38,0
214,-5734,93,-120,537,-1448,0
200,-6801,2606,-120,38,-38,0
200,-6801,180,-120,38,-38,0
197,-6088,214,-107,7514,-536,0
209,-6801,1752,-120,38,-38,0
212,-3787,93,-51,2100,-357,0
185,-5659,100,-51,4421,-1448,0
220,-6491,93,-120,1022,-38,0
201,-6801,180,-120,2195,-38,0
209,-6801,180,-120,2350,-38,0
200,-6801,93,-120,2607,-38,0
206,-6801,93,-120,2559,-38,0
209,-6801,93,-120,1991,-38,0
201,-6801,93,-120,1669,-38,0
201,-6801,93,-120,2026,-38,0
517,-146,1408,-69,38,-80,0
517,-4525,126,-258,385,-1448,0
180,-6126,126,-242,150,-931,0
176,-4347,126,-242,628,-367,0
183,-3166,93,-274,1752,-172,0
183,-3166,93,-274,328,-411,0
182,-3100,93,-258,238,-1429,0
183,-3166,93,-274,328,-411,0
178,-3129,126,-258,807,-214,0
178,-3129,126,-258,1030,-310,0
183,-3166,93,-274,328,-411,0
176,-4347,126,-242,933,-281,0
201,-3181,93,-274,567,-172,0
517,-3938,126,-258,481,-766,0
517,-4298,744,-327,38,-38,0
517,-3938,126,-258,507,-1340,0
517,-147,1062,-208,965,-208,0
517,-147,966,-237,1191,-328,0
517,-147,1113,-20884,1095,-266,0
517,-148,1348,-316,1305,-316,0
517,-3938,126,-258,931,-1340,0
517,-3938,126,-258,931,-1340,0
517,-3938,126,-258,931,-1340,0
517,-3938,126,-258,931,-1340,0
517,-3938,126,-258,931,-1340,0
517,-3938,126,-258,938,-1340,0
517,-3938,126,-258,938,-1340,0
517,-3938,126,-258,938,-1340,0
517,-3938,126,-258,938,-1340,0
517,-3938,126,-258,931,-1340,0
517,-3938,126,-258,938,-1340,0
517,-3938,126,-258,938,-1340,0
517,-3938,126,-258,938,-1340,0
370,-3129,126,-258,807,-214,0
517,-147,1086,-328,915,-237,0
517,-147,1038,-318,988,-318,0
517,-152,608,-440,557,-440,0
517,-148,1348,-316,1305,-316,0
517,-147,1243,-328,1192,-328,0
517,-147,1092,-5272,1041,-1440,0
517,-147,1087,-328,915,-237,0
474,-417,474,-417,474,-419,0
176,-4347,126,-242,1036,-659,0
517,-146,1408,-69,38,-38,0
176,-4347,126,-242,1177,-271,0
176,-4347,126,-242,843,-460,0
176,-4347,126,-242,1281,-400,0
176,-4347,126,-242,903,-1440,0
176,-4347,126,-242,846,-902,0
176,-4347,126,-242,858,-1185,0
176,-3690,126,-242,540,-1448,0
176,-4347,126,-242,1341,-806,0
214,-3693,93,-120,772,-38,0
212,-3787,93,-51,6389,-359,0
212,-3787,93,-51,2211,-357,0
197,-6088,214,-107,5402,-536,0
185,-9180,214,-107,1493,-917,0
197,-6088,214,-107,7482,-536,0
216,-9180,214,-107,1797,-597,0
209,-5625,93,-51,6246,-1448,0
209,-5625,93,-51,6186,-1448,0
232,-5655,126,-290,220,-224,0
215,-5565,214,-107,501,-581,0
213,-5638,214,-107,693,-1448,0
186,-6350,93,-51,560,-481,0
215,-6491,93,-120,299,-38,0
220,-6491,93,-120,1046,-38,0
217,-3851,126,-274,327,-958,0
196,-5725,93,-51,657,-1448,0
217,-3851,126,-274,536,-660,0
217,-3851,126,-274,536,-654,0
219,-3851,126,-274,526,-410,0
219,-3851,126,-274,526,-411,0
217,-3851,126,-274,542,-263,0
190,-5671,214,-107,17860,-725,0
370,-3129,126,-258,742,-304,0
195,-5638,214,-107,693,-1448,0
183,-3166,93,-274,1368,-172,0
369,-3129,126,-258,1434,-295,0
201,-3181,93,-274,567,-172,0
370,-3129,126,-258,820,-217,0
517,-146,1408,-69,38,-38,0
176,-4347,126,-242,1177,-281,0
176,-4347,126,-242,843,-460,0
176,-4347,126,-242,1281,-400,0
201,-3181,93,-274,563,-172,0
176,-4347,126,-242,846,-901,0
517,-4525,126,-258,385,-1448,0
176,-4347,126,-242,903,-1440,0
201,-3796,93,-120,3908,-38,0
228,-465,338,-3259,344,-1258,0
376,-691,372,-4466,519,-1448,0
348,-950,417,-2085,514,-1441,0
386,-711,382,-1674,519,-1448,0
519,-8891,484,-6529,472,-1448,0
409,-1522,519,-6691,489,-1448,0
490,-38821,508,-15614,487,-1448,0
486,-10426,506,-1023,502,-1060,0
584,-10255,765,-256,632,-1440,0
519,-5246,496,-12548,505,-1448,0
476,-10426,503,-11729,509,-1448,0
174,-3922,126,-170,834,-854,0
180,-3923,126,-258,326,-1081,0
614,-10100,773,-256,873,-256,0
180,-3923,126,-258,326,-1340,0
176,-3923,126,-258,573,-1340,0
177,-3922,126,-170,902,-439,0
198,-3376,526,-327,38,-38,0
517,-4541,754,-327,38,-38,0
358,-313,359,-295,359,-308,0
517,-146,857,-69,38,-38,0
204,-3554,486,-336,38,-1429,0
1007,-256,1021,-256,984,-256,0
517,-2941,671,-606,1100,-126,0
201,-3375,1179,-365,38,-1087,0
517,-3554,774,-1765,38,-1415,0
208,-5671,214,-107,14271,-725,0
204,-3554,532,-6071,38,-1448,0
985,-256,995,-256,978,-256,0
619,-10255,761,-256,852,-1429,0
517,-2941,1049,-680,781,-126,0
176,-4347,126,-242,628,-367,0
978,-256,990,-256,985,-256,0
984,-256,996,-256,977,-256,0
182,-3100,93,-258,249,-692,0
183,-3166,93,-274,328,-411,0
178,-3129,126,-258,1599,-267,0
201,-3181,93,-274,580,-172,0
517,-3989,985,-327,38,-38,0
517,-2941,126,-327,1267,-38,0
517,-146,801,-69,38,-38,0
517,-3990,769,-327,38,-38,0
517,-146,694,-69,38,-38,0
517,-3554,93,-258,879,-78,0
517,-146,51,-69,802,-38,0
517,-146,51,-69,631,-38,0
517,-148,1348,-316,1305,-316,0
206,-3991,93,-327,590,-38,0
176,-4347,126,-242,843,-460,0
176,-4347,126,-242,900,-697,0
176,-4347,126,-242,1341,-809,0
176,-4347,126,-242,846,-901,0
176,-4347,126,-242,903,-1440,0
176,-3690,126,-242,540,-1448,0
176,-4347,126,-242,1177,-271,0
176,-4347,126,-242,1281,-400,0
517,-3554,620,-336,38,-1429,0
176,-4347,126,-242,1036,-658,0
517,-146,870,-107,38,-467,0
517,-146,144,-69,1302,-38,0
220,-6491,93,-120,1022,-38,0
176,-4347,126,-242,1177,-281,0
176,-4347,126,-242,843,-460,0
176,-4347,126,-242,1281,-390,0
176,-4347,126,-242,903,-1440,0
176,-4347,126,-242,846,-910,0
176,-4347,126,-242,905,-695,0
176,-4347,126,-242,1341,-806,0
176,-3690,126,-242,540,-1448,0
517,-146,646,-427,282,-206,0
212,-3787,93,-51,2280,-357,0
212,-3787,93,-51,2714,-358,0
178,-3129,126,-258,822,-1039,0
183,-3166,93,-274,989,-172,0
183,-3166,93,-274,4385,-172,0
517,-146,705,-69,38,-51,0
176,-4347,126,-242,843,-460,0
176,-4347,126,-242,1177,-281,0
176,-4347,126,-242,1281,-400,0
176,-3690,126,-242,540,-1448,0
176,-4347,126,-242,903,-1440,0
176,-4347,126,-242,1341,-807,0
176,-4347,126,-242,846,-901,0
176,-4347,126,-242,896,-236,0
517,-146,928,-69,38,-38,0
517,-146,980,-69,38,-38,0
176,-4347,126,-242,921,-281,0
205,-4356,715,-327,38,-38,0
176,-4347,126,-242,933,-281,0
196,-4526,581,-327,38,-38,0
209,-4356,1000,-343,38,-38,0
517,-146,578,-69,38,-38,0
176,-4347,126,-242,628,-367,0
206,-4410,118,-266,2227,-350,0
176,-4347,126,-242,933,-281,0
176,-4347,126,-242,921,-281,0
214,-3693,93,-120,803,-38,0
212,-3787,93,-51,2267,-358,0
183,-4742,191,-258,1359,-1440,0
179,-4583,191,-258,1138,-1440,0
177,-5749,191,-258,1001,-312,0
178,-4364,191,-258,847,-490,0
517,-162,961,-490,604,-502,0
176,-4346,191,-258,787,-312,0
179,-5754,191,-258,799,-453,0
179,-5754,191,-258,558,-1448,0
174,-3296,191,-258,1099,-426,0
179,-5754,191,-258,565,-1448,0
178,-4364,191,-258,573,-1448,0
517,-162,764,-490,648,-490,0
176,-4357,191,-258,755,-182,0
172,-4152,191,-258,1058,-489,0
179,-5754,756,-261231,573,-1448,0
176,-5749,799,-572,604,-1448,0
179,-5754,756,-127964,573,-1448,0
176,-5749,771,-572,604,-1448,0
179,-5754,756,-210432,573,-1448,0
179,-5754,756,-130306,573,-1448,0
517,-162,738,-492,573,-1448,0
517,-162,686,-12503,570,-1448,0
382,-14069,382,-4299,380,-577,0
382,-4677,382,-2981,382,-577,0
517,-162,689,-52110,573,-1448,0
179,-4153,1483,-429,1082,-137,0
175,-4484,427,-282,757,-933,0
173,-5754,191,-258,570,-1448,0
174,-4298,1407,-502,782,-514,0
178,-3421,150,-266,645,-277,0
174,-4381,1474,-620,1480,-328,0
176,-4347,126,-242,905,-697,0
176,-4347,126,-242,843,-460,0
176,-4347,126,-242,1341,-810,0
176,-4347,126,-242,903,-1440,0
176,-4347,126,-242,846,-909,0
176,-3690,126,-242,540,-1448,0
176,-4347,126,-242,1177,-281,0
176,-4347,126,-242,1281,-390,0
212,-3787,93,-51,4935,-360,0
517,-146,869,-69,38,-38,0
176,-4347,126,-242,1036,-659,0
370,-3129,126,-258,380,-364,0
206,-4360,1457,-327,38,-38,0
220,-6491,93,-120,1045,-38,0
335,-20,228,-20,228,-20,0
207,-4298,665,-327,38,-38,0
202,-4155,687,-327,38,-38,0
209,-4410,2912,-584,1216,-316,0
203,-4525,531,-7851,418,-1381,0
203,-4525,538,-2796,419,-946,0
179,-4351,126,-258,967,-405,0
206,-5809,318,-258,460,-1440,0
206,-5809,318,-258,423,-1440,0
206,-5809,318,-258,425,-1440,0
206,-5809,318,-258,428,-1440,0
179,-4351,126,-258,793,-219,0
206,-5809,318,-258,476,-1440,0
200,-3663,1387,-425,1305,-167,0
206,-5809,318,-258,460,-1440,0
207,-4404,118,-327,380,-30,0
206,-4360,3125,-327,38,-38,0
201,-3181,93,-274,328,-411,0
179,-4351,126,-258,758,-311,0
217,-20,237,-20,217,-20,0
199,-4199,618,-327,38,-38,0
271,-20,387,-20,393,-20,0
179,-4351,126,-258,758,-311,0
178,-3129,126,-258,545,-634,0
182,-4132,93,-274,516,-1440,0
200,-3663,93,-258,1552,-167,0
201,-3921,126,-226,826,-1440,0
201,-3921,126,-226,913,-308,0
201,-3937,126,-170,4040,-379,0
201,-3938,1052,-6965,865,-422,0
201,-3938,1051,-7330,865,-422,0
204,-3938,661,-694,557,-420,0
201,-3938,126,-258,865,-421,0
517,-147,1329,-805,1280,-806,0
517,-147,1503,-68246,1069,-432,0
201,-3938,126,-258,1041,-1340,0
201,-3921,126,-226,1082,-386,0
201,-3938,126,-258,1059,-1340,0
517,-147,1126,-1524,1616,-666,0
201,-3938,126,-258,1072,-1340,0
201,-3938,126,-258,1041,-1340,0
208,-20,825,-20,364,-20,0
292,-20,240,-20,274,-20,0
201,-3938,126,-258,1040,-1340,0
204,-3938,126,-258,676,-1340,0
201,-3938,126,-258,1040,-1340,0
201,-3938,126,-258,1041,-1340,0
201,-3938,126,-258,1041,-1340,0
201,-3938,126,-258,1040,-1340,0
201,-3938,126,-258,1040,-1340,0
204,-4584,126,-258,908,-1440,0
204,-3284,438,-327,38,-38,0
200,-3284,589,-327,38,-38,0
177,-4682,126,-242,298,-495,0
200,-3284,1178,-365,148,-1429,0
196,-3284,547,-327,38,-1440,0
205,-4560,901,-327,38,-519,0
183,-4351,126,-258,556,-311,0
189,-5479,126,-51,387,-286,0
